name surname,position,fg_pct,fg3_pct,fg2_pct,ft_pct,rebounds,asists,points_per_game
Bryce Dejean-Jones,SG,0.52,0.38,0.43,0.52,3.4,1.1,5.6
Sam Dekker,PF,0.53,0.24,0.45,0.53,2.7,0.75,4.87
Duje Dukan,SF,0.0,0.4,0.0,0.0,4.0,1.0,6.0
Jarell Eddie,SF,0.38,0.11,0.19,0.38,0.62,0.04,1.44
Cristiano Felício,C,0.7,0.0,0.59,0.7,4.08,0.74,4.34
Jerian Grant,PG,0.76,0.31,0.46,0.76,1.72,2.58,5.72
Montrezl Harrell,PF,0.62,0.09,0.63,0.62,4.62,1.24,11.78
Aaron Harrison,SG,0.56,0.17,0.2,0.56,1.33,0.63,2.6
Mario Hezonja,SF,0.82,0.31,0.48,0.82,3.14,1.24,6.84
Darrun Hilliard,SG,0.78,0.21,0.41,0.78,0.83,0.77,2.8
Rondae Hollis-Jefferson,SF,0.73,0.21,0.47,0.73,5.58,1.88,8.86
Richaun Holmes,PF,0.71,0.13,0.62,0.71,5.06,0.96,8.48
Marcelo Huertas,PG,0.73,0.24,0.45,0.73,1.35,2.85,3.6
Josh Huestis,PF,0.1,0.48,0.38,0.1,2.93,0.6,4.03
R.J. Hunter,SG,0.59,0.23,0.46,0.59,1.32,1.0,5.88
Damien Inglis,SF,0.88,0.23,0.42,0.88,1.6,0.5,1.8
Stanley Johnson,SF,0.72,0.3,0.45,0.72,3.01,1.37,6.19
Nikola Jokić,C,0.82,0.33,0.57,0.82,9.6,5.54,17.04
Tyus Jones,PG,0.79,0.34,0.46,0.79,1.52,3.5,5.42
Frank Kaminsky,C,0.74,0.35,0.49,0.74,4.04,1.64,9.72
Sasha Kaun,C,0.46,0.0,0.53,0.46,1.0,0.1,0.9
Kevon Looney,PF,0.51,0.22,0.56,0.51,3.22,0.72,3.6
Trey Lyles,PF,0.71,0.35,0.49,0.71,4.26,1.08,7.42
Boban Marjanović,C,0.77,0.13,0.58,0.77,4.09,0.66,6.43
Jarell Martin,PF,0.78,0.26,0.46,0.78,3.3,0.55,5.0
T.J. McConnell,PG,0.77,0.32,0.51,0.77,2.84,4.7,6.44
Chris McCullough,PF,0.58,0.16,0.42,0.58,1.5,0.16,2.48
Jordan McRae,PG,0.76,0.38,0.4,0.76,1.94,1.47,6.96
Salah Mejri,C,0.59,0.16,0.63,0.59,3.85,0.53,3.5
Jordan Mickey,PF,0.58,0.04,0.46,0.58,1.9,0.27,2.27
Luis Montero,SG,0.38,0.06,0.2,0.38,0.65,0.05,0.6
Emmanuel Mudiay,PG,0.75,0.31,0.43,0.75,2.77,3.63,10.26
Xavier Munford,SG,0.5,0.2,0.34,0.5,1.2,1.15,3.1
Larry Nance Jr.,PF,0.69,0.23,0.58,0.69,6.71,1.6,8.33
Raul Neto,PG,0.81,0.37,0.5,0.81,1.26,1.82,4.66
J.J. O\'Brien,SF,0.0,0.0,0.0,0.0,0.5,0.0,0.0
Jahlil Okafor,C,0.66,0.17,0.55,0.66,4.44,0.8,9.04
Kelly Oubre Jr.,SF,0.76,0.32,0.51,0.76,4.33,1.0,12.21
Lamar Patterson,SG,0.7,0.21,0.37,0.7,1.4,1.15,2.1
Cameron Payne,PG,0.74,0.34,0.44,0.74,2.04,2.51,6.7
Tibor Pleiß,C,1.0,0.0,0.48,1.0,1.3,0.2,2.0
Bobby Portis,PF,0.76,0.36,0.48,0.76,6.56,1.24,11.39
Kristaps Porziņģis,PF,0.8,0.36,0.47,0.8,7.65,1.45,18.88
Norman Powell,SG,0.82,0.36,0.52,0.82,2.44,1.34,8.82
Willie Reed,C,0.45,0.25,0.7,0.45,2.82,0.28,4.04
Josh Richardson,SG,0.79,0.37,0.47,0.79,3.12,2.78,12.0
Terry Rozier,PG,0.8,0.34,0.39,0.8,3.54,2.52,9.12
D\'Angelo Russell,PG,0.79,0.35,0.47,0.79,3.84,5.63,19.11
Jonathon Simmons,SG,0.74,0.32,0.47,0.74,2.28,2.0,7.5
Alex Stepheson,PF,0.24,0.0,0.55,0.24,3.5,0.27,2.77
Edy Tavares,C,0.09,0.0,0.78,0.09,4.6,0.45,3.58
Axel Toupane,SF,0.19,0.23,0.5,0.19,0.57,0.17,2.98
Karl-Anthony Towns,C,0.83,0.39,0.57,0.83,11.66,2.98,23.12
Myles Turner,C,0.76,0.33,0.52,0.76,6.6,1.22,12.58
Rashad Vaughn,SG,0.42,0.31,0.33,0.42,0.82,0.53,2.1
Briante Weber,PG,0.67,0.12,0.51,0.67,2.1,1.59,3.27
Alan Williams,PF,0.61,0.0,0.5,0.61,4.55,0.8,4.48
Justise Winslow,SF,0.65,0.29,0.44,0.65,5.56,3.14,9.8
Christian Wood,PF,0.71,0.33,0.56,0.71,4.02,0.47,7.88
Delon Wright,PG,0.79,0.33,0.49,0.79,3.06,2.89,7.44
Joe Young,PG,0.76,0.27,0.44,0.76,0.97,0.93,3.27
Álex Abrines,SG,0.89,0.36,0.46,0.89,1.43,0.53,5.33
Ron Baker,SG,0.62,0.16,0.33,0.62,1.04,1.28,1.74
Wade Baldwin,PG,0.72,0.39,0.44,0.72,1.13,1.1,3.5
Malik Beasley,SG,0.79,0.37,0.49,0.79,2.35,1.12,9.68
DeAndre\' Bembry,SF,0.53,0.24,0.51,0.53,3.08,1.75,5.53
Dragan Bender,PF,0.64,0.33,0.53,0.64,4.03,1.42,5.72
Ben Bentil,PF,0.0,0.0,0.0,0.0,0.7,0.0,0.0
Dāvis Bertāns,PF,0.84,0.41,0.53,0.84,2.88,1.18,8.45
Joel Bolomboy,PF,0.5,0.12,0.63,0.5,1.55,0.1,1.65
Malcolm Brogdon,SG,0.89,0.39,0.51,0.89,3.88,4.43,13.82
Jaylen Brown,SF,0.68,0.37,0.52,0.68,4.58,1.48,13.6
Nicolás Brussino,SG,0.39,0.15,0.25,0.39,1.3,0.45,1.4
Marquese Chriss,PF,0.71,0.23,0.51,0.71,4.2,0.88,6.32
Semaj Christon,PG,0.55,0.19,0.41,0.55,1.4,2.0,2.9
Quinn Cook,PG,0.58,0.42,0.52,0.58,1.22,1.88,6.38
Deyonta Davis,C,0.61,0.0,0.61,0.61,3.23,0.43,3.8
Malcolm Delaney,PG,0.81,0.3,0.41,0.81,1.8,2.8,5.85
Cheick Diallo,PF,0.77,0.15,0.58,0.77,4.1,0.4,5.17
Kris Dunn,PG,0.72,0.31,0.46,0.72,3.52,4.45,8.95
Henry Ellenson,PF,0.64,0.33,0.38,0.64,2.82,0.55,4.27
Joel Embiid,C,0.79,0.33,0.52,0.79,11.0,3.0,23.4
Kay Felder,PG,0.64,0.19,0.35,0.64,1.27,1.02,3.12
Yogi Ferrell,PG,0.81,0.35,0.46,0.81,1.98,2.58,7.87
Dorian Finney-Smith,PF,0.73,0.32,0.52,0.73,4.2,1.2,6.8
Bryn Forbes,SG,0.8,0.38,0.45,0.8,1.73,1.35,8.12
Patricio Garino,SG,0.0,0.0,0.0,0.0,1.4,0.0,0.0
Michael Gbinije,SG,1.0,0.0,0.17,1.0,0.3,0.2,0.4
Marcus Georges-Hunt,SG,0.76,0.38,0.36,0.76,1.1,0.4,2.1
Jonathan Gibson,PG,0.36,0.42,0.56,0.36,1.05,1.25,7.35
Treveon Graham,SG,0.67,0.36,0.43,0.67,2.3,0.75,4.1
A.J. Hammons,C,0.45,0.5,0.38,0.45,1.6,0.2,2.2
Andrew Harrison,PG,0.66,0.2,0.51,0.66,1.28,1.72,4.4
Juan Hernangómez,PF,0.7,0.34,0.51,0.7,3.87,0.75,6.0
Willy Hernangómez,C,0.65,0.34,0.56,0.65,4.73,0.87,6.18
Buddy Hield,SG,0.86,0.41,0.47,0.86,3.95,2.02,14.62
Danuel House,SG,0.6,0.26,0.43,0.6,3.03,0.85,6.62
Brandon Ingram,SF,0.71,0.35,0.49,0.71,5.12,3.3,16.9
Demetrius Jackson,PG,0.5,0.5,0.61,0.5,0.66,0.74,2.04
Pierre Jackson,PG,0.86,0.27,0.36,0.86,1.1,2.4,4.4
Brice Johnson,PF,0.48,0.0,0.47,0.48,1.52,0.15,2.12
Damian Jones,C,0.57,0.06,0.6,0.57,2.5,0.47,3.65
Derrick Jones Jr.,SF,0.7,0.2,0.64,0.7,2.57,0.58,4.85
Mindaugas Kuzminskas,SF,0.4,0.16,0.26,0.4,0.95,0.5,3.15
Skal Labissière,PF,0.64,0.46,0.54,0.64,3.45,0.82,5.42
Nicolás Laprovíttola,PG,1.0,0.37,0.5,1.0,0.6,1.6,3.3
Jake Layman,SF,0.72,0.28,0.47,0.72,1.7,0.5,4.97
Caris LeVert,SF,0.71,0.34,0.5,0.71,3.75,3.6,13.18
Shawn Long,C,0.54,0.37,0.6,0.54,4.7,0.7,8.2
Timothé Luwawu-Cabarrot,SF,0.78,0.32,0.45,0.78,1.97,0.7,5.52
Sheldon Mac,SG,0.85,0.23,0.51,0.85,1.1,0.5,3.0
Thon Maker,C,0.67,0.33,0.52,0.67,2.9,0.63,4.78
Patrick McCaw,SG,0.67,0.3,0.46,0.67,1.58,1.22,3.27
Rodney McGruder,SG,0.6,0.35,0.5,0.6,2.85,1.2,5.6
Dejounte Murray,PG,0.74,0.34,0.46,0.74,4.2,2.77,7.47
Jamal Murray,SG,0.88,0.36,0.49,0.88,3.62,3.78,15.82
Maurice Ndour,PF,0.73,0.14,0.48,0.73,2.0,0.3,3.1
Georges Niang,PF,0.79,0.22,0.5,0.79,1.27,0.45,2.95
David Nwaba,SG,0.66,0.32,0.56,0.66,3.35,0.93,6.4
Daniel Ochefu,C,0.0,0.0,0.44,0.0,1.2,0.2,1.3
Chinanu Onuaku,C,0.5,0.0,0.56,0.5,3.0,0.8,3.4
Georgios Papagiannis,C,0.21,0.0,0.6,0.21,2.35,0.5,2.95
Gary Payton II,PG,0.38,0.27,0.53,0.38,1.88,1.33,3.32
Marshall Plumlee,C,0.59,0.0,0.43,0.59,2.25,0.4,1.85
Jakob Poeltl,C,0.53,0.12,0.63,0.53,4.72,0.97,5.28
Alex Poythress,PF,0.47,0.36,0.51,0.47,3.03,0.57,5.6
Taurean Prince,SF,0.81,0.36,0.46,0.81,4.25,1.85,11.35
Tim Quarterman,SG,0.5,0.19,0.75,0.5,0.95,0.5,1.6
Chasson Randle,PG,0.88,0.29,0.38,0.88,1.02,1.48,4.62
Malachi Richardson,SG,0.63,0.24,0.49,0.63,1.04,0.3,2.78
Domantas Sabonis,PF,0.71,0.36,0.53,0.71,8.25,2.73,12.53
Dario Šarić,PF,0.86,0.35,0.5,0.86,6.15,1.97,11.72
Tomáš Satoranský,SG,0.79,0.36,0.51,0.79,3.02,3.98,7.18
Wayne Selden,SG,0.68,0.33,0.57,0.68,1.77,1.21,6.43
Pascal Siakam,PF,0.72,0.27,0.56,0.72,5.53,2.23,12.82
Diamond Stone,C,1.0,0.0,0.23,1.0,0.9,0.0,1.4
Isaiah Taylor,PG,0.6,0.12,0.33,0.6,1.1,1.95,3.7
Mike Tobey,C,0.0,0.0,0.25,0.0,1.5,0.5,1.0
Tyler Ulis,PG,0.54,0.18,0.29,0.54,1.13,2.7,5.03
Jarrod Uthoff,PF,0.68,0.32,0.43,0.68,1.32,0.25,3.28
Denzel Valentine,SG,0.76,0.36,0.44,0.76,3.27,1.83,7.37
Fred VanVleet,PG,0.84,0.39,0.41,0.84,2.47,3.88,10.03
Okaro White,PF,0.53,0.24,0.33,0.53,1.6,0.3,2.03
Isaiah Whitehead,PG,0.74,0.34,0.47,0.74,2.05,1.95,6.85
Troy Williams,SF,0.63,0.27,0.55,0.63,2.64,0.73,5.94
Kyle Wiltjer,PF,0.5,0.31,0.0,0.5,0.7,0.1,0.9
Stephen Zimmerman,C,0.6,0.0,0.32,0.6,1.8,0.2,1.2
Paul Zipser,SF,0.77,0.33,0.4,0.77,2.6,0.85,4.75
Ivica Zubac,C,0.76,0.0,0.56,0.76,5.55,0.98,7.72
Bam Adebayo,C,0.72,0.11,0.56,0.72,7.67,2.93,10.57
Jarrett Allen,C,0.71,0.16,0.63,0.71,7.8,1.23,10.07
Kadeem Allen,PG,0.73,0.26,0.5,0.73,1.4,2.27,5.33
Ike Anigbogu,C,0.42,0.0,0.22,0.42,0.9,0.15,0.6
OG Anunoby,SF,0.64,0.36,0.59,0.64,3.57,1.0,7.83
Ryan Arcidiacono,PG,0.81,0.35,0.59,0.81,1.87,2.17,4.4
Jamel Artis,SG,0.58,0.28,0.46,0.58,2.5,1.2,5.1
Dwayne Bacon,SG,0.73,0.33,0.43,0.73,2.33,1.03,5.43
Lonzo Ball,PG,0.48,0.34,0.45,0.48,6.1,6.53,10.63
Jordan Bell,C,0.7,0.24,0.51,0.7,2.7,1.0,3.84
Khem Birch,C,0.68,0.0,0.55,0.68,4.23,0.87,4.47
Jabari Bird,SG,0.46,0.43,0.63,0.46,1.5,0.6,3.0
Antonio Blakeney,SG,0.71,0.34,0.42,0.71,1.8,0.9,7.6
Bogdan Bogdanović,SG,0.8,0.37,0.49,0.8,3.27,3.5,13.67
Chris Boucher,PF,0.55,0.22,0.38,0.55,2.5,0.17,3.3
Tony Bradley,C,0.72,0.33,0.49,0.72,3.6,0.27,3.83
Dillon Brooks,SF,0.76,0.36,0.45,0.76,2.7,1.53,11.57
Sterling Brown,SG,0.79,0.35,0.47,0.79,3.1,0.97,5.17
Thomas Bryant,C,0.69,0.28,0.65,0.69,4.87,1.17,8.4
Alex Caruso,PG,0.74,0.37,0.47,0.74,2.13,2.33,6.1
Tyler Cavanaugh,PF,0.91,0.28,0.48,0.91,2.0,0.4,2.75
Gian Clavell,SG,1.0,0.4,0.0,1.0,1.0,0.4,2.9
Antonius Cleveland,SG,0.69,0.44,0.3,0.69,0.8,0.1,1.62
John Collins,PF,0.76,0.36,0.62,0.76,9.07,1.6,17.2
Zach Collins,C,0.71,0.34,0.5,0.71,4.6,1.07,6.0
Kyle Collinsworth,SF,0.53,0.23,0.41,0.53,3.3,1.8,3.2
Charles Cooke,SG,0.5,0.12,0.17,0.5,0.2,0.1,0.5
Matt Costello,C,0.0,0.0,0.5,0.0,2.3,0.5,1.0
Torrey Craig,SF,0.65,0.31,0.58,0.65,3.37,0.8,5.1
Tyler Dorsey,SG,0.65,0.33,0.45,0.65,2.4,1.27,6.62
Damyean Dotson,SG,0.7,0.35,0.49,0.7,2.47,1.23,7.17
Milton Doyle,SG,0.5,0.17,0.38,0.5,1.8,1.0,3.4
PJ Dozier,PG,0.41,0.2,0.47,0.41,1.73,1.0,3.33
Jawun Evans,PG,0.19,0.07,0.23,0.19,1.25,1.2,1.62
Terrance Ferguson,SG,0.79,0.33,0.58,0.79,1.33,0.73,4.63
De\'Aaron Fox,PG,0.72,0.32,0.48,0.72,3.47,6.17,16.67
Markelle Fultz,SG,0.59,0.18,0.45,0.59,3.37,4.0,9.13
Josh Gray,PG,0.32,0.12,0.39,0.32,1.5,1.7,3.7
Daniel Hamilton,SG,0.25,0.37,0.45,0.25,1.65,1.25,2.5
Shaquille Harrison,PG,0.73,0.29,0.5,0.73,2.57,1.8,6.0
Josh Hart,SG,0.71,0.36,0.55,0.71,4.8,1.47,8.6
Nigel Hayes,SF,0.33,0.35,0.45,0.33,1.7,0.62,2.77
Reggie Hearn,SG,0.0,0.5,0.0,0.0,0.0,0.0,1.0
Myke Henry,SF,0.6,0.33,0.43,0.6,1.9,1.1,5.4
Isaiah Hicks,PF,0.73,0.11,0.5,0.73,2.3,0.8,4.2
John Holland,SF,0.35,0.15,0.13,0.35,0.5,0.1,1.15
Vince Hunter,PF,0.0,0.0,0.6,0.0,0.8,0.0,1.5
Andre Ingram,SG,0.5,0.28,0.19,0.5,1.75,1.75,6.0
Jonathan Isaac,PF,0.78,0.34,0.48,0.78,5.33,1.07,8.97
Wesley Iwundu,SF,0.78,0.3,0.46,0.78,2.47,1.07,4.83
Aaron Jackson,PG,0.5,0.25,0.4,0.5,3.0,1.0,8.0
Josh Jackson,SF,0.67,0.3,0.48,0.67,4.0,1.8,11.2
Justin Jackson,SF,0.78,0.33,0.53,0.78,2.58,1.08,6.86
Mike James,PG,0.51,0.18,0.38,0.51,1.87,2.93,6.9
Dakari Johnson,C,0.55,0.0,0.56,0.55,1.1,0.3,1.8
Omari Johnson,PF,0.0,0.33,0.56,0.0,2.8,1.8,5.5
Jalen Jones,SF,0.73,0.53,0.32,0.73,2.05,0.25,4.2
Luke Kennard,SG,0.86,0.4,0.48,0.86,2.93,2.53,11.03
Maxi Kleber,PF,0.79,0.35,0.6,0.79,4.37,0.97,7.1
Furkan Korkmaz,SG,0.69,0.34,0.42,0.69,1.77,0.83,5.73
Luke Kornet,PF,0.76,0.33,0.5,0.76,2.8,1.13,6.57
Kyle Kuzma,PF,0.73,0.33,0.53,0.73,5.43,1.87,15.87
T.J. Leaf,PF,0.56,0.32,0.51,0.56,2.07,0.3,3.27
Damion Lee,SG,0.83,0.33,0.49,0.83,3.87,1.67,9.43
Walt Lemon Jr.,PG,0.7,0.7,0.42,0.7,2.45,3.0,8.85
Tyler Lydon,PF,0.17,0.2,0.31,0.17,0.35,0.1,0.45
Josh Magette,PG,0.75,0.31,0.33,0.75,0.95,1.9,2.05
Lauri Markkanen,PF,0.85,0.36,0.5,0.85,7.6,1.37,16.2
Frank Mason III,PG,0.7,0.29,0.5,0.7,1.9,2.73,6.63
Mangok Mathiang,C,0.0,0.0,0.57,0.0,2.5,0.0,2.0
Erik McCree,SF,0.0,0.0,0.0,0.0,0.3,0.0,0.0
Trey McKinney-Jones,SG,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alfonzo McKinnie,SF,0.65,0.3,0.66,0.65,2.23,0.3,3.6
Malcolm Miller,SF,0.71,0.41,0.49,0.71,0.7,0.23,2.43
Donovan Mitchell,SG,0.82,0.36,0.49,0.82,4.07,4.07,22.77
Naz Mitrou-Long,SG,0.33,0.45,0.41,0.33,0.6,0.9,2.3
Malik Monk,SG,0.85,0.32,0.46,0.85,1.93,1.7,8.63
Ben Moore,PF,0.0,0.0,0.0,0.0,0.5,0.5,0.0
Jaylen Morris,SG,0.25,0.27,0.46,0.25,2.0,1.1,3.6
Monte Morris,PG,0.88,0.26,0.61,0.88,1.67,3.13,7.57
Johnathan Motley,PF,0.62,0.39,0.61,0.62,2.53,0.57,5.17
Abdel Nader,SF,0.7,0.35,0.46,0.7,1.73,0.5,4.43
Frank Ntilikina,PG,0.78,0.31,0.4,0.78,2.13,3.0,5.97
Royce O\'Neale,SF,0.78,0.37,0.53,0.78,4.13,1.8,5.5
Semi Ojeleye,PF,0.7,0.34,0.48,0.7,1.93,0.4,3.13
Cedi Osman,SF,0.67,0.37,0.52,0.67,3.43,1.9,9.3
Marcus Paige,PG,1.0,0.25,0.33,1.0,0.8,0.6,2.4
Justin Patton,C,0.17,0.08,0.47,0.17,1.0,0.47,1.83
Brandon Paul,SG,0.51,0.28,0.55,0.51,1.1,0.6,2.3
London Perrantes,PG,0.6,0.0,0.2,0.6,0.3,0.4,0.5
Alec Peters,PF,0.8,0.31,0.62,0.8,1.9,0.6,4.1
Jacob Pullen,PG,0.0,0.0,1.0,0.0,0.0,0.0,0.7
Rodney Purvis,SG,0.87,0.25,0.4,0.87,1.7,1.1,6.0
Zhou Qi,C,0.33,0.05,0.65,0.33,0.6,0.05,1.6
Ivan Rabb,PF,0.76,0.1,0.57,0.76,4.3,1.0,5.7
Xavier Rathan-Mayes,SG,0.44,0.07,0.39,0.44,1.0,3.6,5.8
Davon Reed,SG,0.33,0.39,0.33,0.33,1.25,0.45,2.1
Devin Robinson,SF,0.32,0.0,0.48,0.32,3.95,0.45,4.35
Ben Simmons,PG,0.59,0.1,0.57,0.59,8.23,7.97,16.37
Kobi Simmons,PG,0.5,0.14,0.23,0.5,0.8,1.05,3.05
Dennis Smith Jr.,PG,0.62,0.31,0.44,0.62,2.96,4.52,12.38
Edmond Sumner,PG,0.39,0.17,0.64,0.39,1.17,0.73,3.27
Caleb Swanigan,PF,0.54,0.07,0.5,0.54,3.04,0.8,2.14
Jayson Tatum,SF,0.83,0.4,0.49,0.83,6.0,2.23,17.67
Miloš Teodosić,PG,0.71,0.37,0.52,0.71,1.95,3.35,6.35
Daniel Theis,C,0.75,0.34,0.62,0.75,4.77,1.2,6.73
Sindarius Thornwell,SG,0.64,0.36,0.48,0.64,1.53,1.07,4.3
Tyrone Wallace,PG,0.65,0.18,0.46,0.65,2.23,1.33,5.37
Derrick Walton,PG,0.64,0.4,0.3,0.64,0.65,1.18,1.75
Jameel Warney,PF,0.6,0.0,0.58,0.6,3.0,0.0,5.7
James Webb III,SF,0.0,0.21,0.4,0.0,2.4,0.4,1.6
Andrew White,SF,0.25,0.37,0.29,0.25,2.3,0.4,4.6
Derrick White,PG,0.78,0.44,0.48,0.78,2.83,2.63,8.13
Jacob Wiley,PF,0.5,0.5,0.0,0.5,2.2,0.4,0.8
C.J. Williams,SG,0.41,0.3,0.59,0.41,1.0,0.95,4.05
Matt Williams,SG,0.0,0.2,1.0,0.0,0.3,0.0,1.7
D.J. Wilson,PF,0.55,0.34,0.56,0.55,2.53,0.63,3.47
Jamil Wilson,SF,0.5,0.43,0.61,0.5,2.1,0.7,7.0
Guerschon Yabusele,PF,0.68,0.32,0.56,0.68,1.45,0.45,2.35
Ante Žižić,C,0.72,0.0,0.62,0.72,3.43,0.47,5.3
Jaylen Adams,PG,0.78,0.34,0.36,0.78,1.8,1.9,3.2
Deng Adel,SF,1.0,0.26,0.39,1.0,1.0,0.3,1.7
DeVaughn Akoon-Purcell,SG,0.5,0.0,0.5,0.5,0.6,0.9,1.0
Rawle Alkins,SG,0.67,0.25,0.37,0.67,2.6,1.3,3.7
Grayson Allen,SG,0.81,0.36,0.49,0.81,1.4,1.05,7.15
Kostas Antetokounmpo,PF,0.5,0.0,0.5,0.5,0.55,0.2,1.2
Deandre Ayton,C,0.75,0.12,0.57,0.75,10.9,1.85,17.25
Marvin Bagley III,PF,0.75,0.25,0.52,0.75,7.55,0.9,14.55
Mo Bamba,C,0.63,0.32,0.54,0.63,4.95,0.75,5.8
Keita Bates-Diop,SF,0.72,0.31,0.51,0.72,2.77,0.52,5.9
Dairis Bertāns,SG,0.0,0.29,0.15,0.0,0.8,0.8,2.8
Jaron Blossomgame,SF,0.77,0.26,0.55,0.77,3.6,0.5,4.2
Jonah Bolden,PF,0.5,0.09,0.67,0.5,2.02,0.23,2.27
Isaac Bonga,PG,0.71,0.18,0.39,0.71,2.25,0.95,2.95
Mikal Bridges,SF,0.82,0.35,0.58,0.82,3.6,1.95,8.7
Miles Bridges,SF,0.78,0.33,0.52,0.78,4.8,1.5,10.25
Isaiah Briscoe,PG,0.58,0.32,0.42,0.58,1.9,2.2,3.5
Ryan Broekhoff,SG,0.83,0.4,0.41,0.83,2.0,0.55,4.1
Bruce Brown,SG,0.74,0.3,0.46,0.74,3.6,2.6,6.6
Troy Brown Jr.,SF,0.73,0.33,0.47,0.73,4.2,2.05,7.6
Jalen Brunson,PG,0.77,0.35,0.52,0.77,2.35,3.25,8.75
Deonte Burton,SG,0.62,0.24,0.46,0.62,1.2,0.35,2.65
Jevon Carter,PG,0.83,0.38,0.33,0.83,1.85,1.6,4.65
Wendell Carter Jr.,C,0.77,0.2,0.54,0.77,8.2,1.5,10.8
Troy Caupain,PG,0.0,0.67,0.4,0.0,0.8,1.0,2.5
Joe Chealey,PG,0.5,0.0,0.17,0.5,0.0,0.65,1.25
Chris Chiozza,PG,0.5,0.39,0.27,0.5,1.52,2.38,3.77
Gary Clark,PF,0.94,0.34,0.68,0.94,2.5,0.42,3.52
Bonzie Colson,SF,0.89,0.24,0.44,0.89,3.8,0.4,4.9
Mitch Creek,SF,0.48,0.0,0.58,0.48,2.3,1.17,4.67
Tyler Davis,C,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ángel Delgado,C,0.5,0.0,0.2,0.5,2.0,0.0,1.5
Marcus Derrickson,PF,0.8,0.5,0.46,0.8,1.2,0.1,4.2
Hamidou Diallo,SG,0.61,0.22,0.49,0.61,2.75,0.55,5.3
Donte DiVincenzo,SG,0.74,0.3,0.62,0.74,3.6,1.7,7.05
Luka Dončić,SG,0.74,0.32,0.54,0.74,8.6,7.4,25.0
Trevon Duval,PG,0.0,1.0,0.5,0.0,0.3,0.7,1.7
Vince Edwards,SF,0.0,0.25,0.0,0.0,1.0,0.0,1.5
Drew Eubanks,PF,0.81,0.5,0.61,0.81,2.7,0.5,3.35
Jacob Evans,SG,0.43,0.24,0.26,0.43,0.93,0.75,2.6
Melvin Frazier,SG,0.38,0.25,0.43,0.38,0.5,0.15,1.8
Billy Garrett,SG,1.0,0.0,0.58,1.0,0.8,1.8,6.5
Harry Giles,PF,0.71,0.0,0.54,0.71,3.95,1.4,6.95
Shai Gilgeous-Alexander,PG,0.8,0.36,0.51,0.8,4.35,3.3,14.9
Brandon Goodwin,PG,0.88,0.32,0.36,0.88,1.15,1.2,3.75
Devonte\' Graham,PG,0.79,0.33,0.41,0.79,2.4,5.05,11.45
Donte Grantham,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dusty Hannahs,SG,1.0,0.33,0.38,1.0,0.5,1.25,5.0
Isaiah Hartenstein,PF,0.73,0.17,0.61,0.73,2.8,0.65,3.3
Haywood Highsmith,SF,0.0,0.2,0.6,0.0,1.0,0.4,1.8
Aaron Holiday,PG,0.84,0.37,0.44,0.84,1.85,2.55,7.7
Kevin Huerter,SG,0.78,0.38,0.46,0.78,3.7,3.35,10.95
Isaac Humphries,C,0.0,0.27,0.3,0.0,2.2,0.0,3.0
Chandler Hutchison,SF,0.6,0.3,0.51,0.6,4.05,0.85,6.5
Frank Jackson,PG,0.74,0.32,0.49,0.74,1.8,1.05,7.2
Jaren Jackson Jr.,PF,0.76,0.38,0.55,0.76,4.65,1.25,15.6
Amile Jefferson,PF,0.62,0.0,0.49,0.62,1.55,0.25,1.55
Alize Johnson,PF,0.6,0.44,0.32,0.6,2.1,0.25,1.45
B.J. Johnson,SF,0.72,0.32,0.58,0.72,0.98,0.07,2.95
Jemerrio Jones,SF,0.5,0.2,0.43,0.5,8.2,2.2,4.5
George King,SF,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Kevin Knox,PF,0.69,0.34,0.39,0.69,3.65,1.0,9.6
Rodions Kurucs,SF,0.71,0.34,0.54,0.71,3.4,0.95,6.55
Zach Lofton,SG,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Loyd,PG,0.82,0.5,0.4,0.82,0.8,0.5,2.4
Daryl Macon,SG,0.29,0.48,0.16,0.29,0.75,0.6,2.2
J.P. Macura,SG,0.0,0.0,0.3,0.0,0.75,0.5,1.5
Yante Maten,PF,0.0,0.0,0.33,0.0,1.5,0.0,1.0
Tahjere McCall,SG,0.0,0.0,1.0,0.0,1.0,0.0,4.0
De\'Anthony Melton,PG,0.76,0.3,0.45,0.76,3.2,3.05,6.3
Chimezie Metu,PF,0.77,0.0,0.47,0.77,1.5,0.5,2.5
Shake Milton,SG,0.75,0.37,0.5,0.75,2.0,1.75,6.9
Džanan Musa,SG,0.38,0.17,0.57,0.38,1.4,0.65,3.45
Svi Mykhailiuk,SF,0.5,0.39,0.28,0.5,1.1,1.23,4.38
Elie Okobo,PG,0.75,0.32,0.45,0.75,1.7,2.25,4.85
Josh Okogie,SG,0.76,0.27,0.5,0.76,3.6,1.4,8.15
Theo Pinson,SG,0.9,0.22,0.44,0.9,1.8,1.45,4.05
Cameron Reynolds,SG,0.89,0.41,0.44,0.89,1.6,0.7,5.0
Duncan Robinson,SF,0.8,0.37,0.69,0.8,2.25,0.85,8.4
Jerome Robinson,SG,0.68,0.32,0.44,0.68,1.97,1.27,5.2
Mitchell Robinson,C,0.58,0.0,0.72,0.58,6.7,0.6,8.5
