name surname,position,fg_pct,fg3_pct,fg2_pct,ft_pct,rebounds,asists,points_per_game
Jeff Lebo,SG,1.0,0.0,0.29,1.0,1.0,0.8,1.5
Tim Legler,SG,0.74,0.28,0.41,0.74,1.32,0.97,5.31
Gary Leonard,C,0.64,0.0,0.37,0.64,0.9,0.07,1.33
Clifford Lett,PG,0.33,0.0,0.38,0.33,0.5,0.65,2.95
Todd Lichti,SG,0.65,0.34,0.43,0.65,2.04,1.2,6.62
Roy Marble,SG,0.33,0.0,0.23,0.33,1.3,0.35,1.45
Jeff Martin,SG,0.69,0.22,0.43,0.69,2.05,0.75,6.7
Anthony Mason,PF,0.7,0.1,0.5,0.7,7.36,2.94,9.82
Bob McCann,SF,0.45,0.1,0.35,0.45,1.86,0.42,2.62
Mel McCants,SF,0.75,0.0,0.31,0.75,0.5,0.2,1.7
George McCloud,SF,0.8,0.36,0.42,0.8,2.94,2.09,8.74
Carlton McKinney,SG,0.25,0.0,0.24,0.25,1.1,0.5,2.3
Scott Meents,PF,0.62,0.5,0.33,0.62,1.0,0.45,1.7
Sam Mitchell,PF,0.78,0.17,0.46,0.78,3.68,1.12,8.68
Mike Morrison,SG,0.8,0.29,0.34,0.8,0.6,0.3,2.0
John Morton,SG,0.81,0.16,0.39,0.81,1.24,1.88,4.28
Dyron Nix,SF,0.69,0.0,0.36,0.69,1.3,0.3,2.0
Žarko Paspalj,SF,0.82,0.0,0.35,0.82,1.1,0.4,2.6
Kenny Payne,SF,0.87,0.32,0.43,0.87,1.25,0.57,4.05
Brian Quinnett,SG,0.65,0.25,0.38,0.65,1.42,0.42,2.94
J.R. Reid,C,0.74,0.06,0.47,0.74,4.69,0.92,8.01
Glen Rice,SF,0.84,0.37,0.46,0.84,4.13,2.03,16.87
Pooh Richardson,PG,0.69,0.26,0.45,0.69,2.65,6.05,10.03
Clifford Robinson,PF,0.67,0.33,0.45,0.67,4.36,2.13,13.35
Doug Roth,C,0.5,0.0,0.43,0.5,2.9,0.5,1.9
Donald Royal,SF,0.8,0.0,0.43,0.8,2.37,0.8,5.45
Delaney Rudd,PG,0.76,0.22,0.41,0.76,0.72,1.93,3.05
Jeff Sanders,PF,0.57,0.0,0.4,0.57,2.42,0.52,2.95
Dexter Shouse,PG,0.0,0.0,0.0,0.0,0.0,0.7,0.0
Charles Smith,PG,0.43,0.0,0.44,0.43,0.73,1.23,1.83
Michael Smith,PF,0.84,0.15,0.51,0.84,1.53,0.93,4.97
Jay Taylor,SG,0.67,0.23,0.46,0.67,0.6,0.3,3.0
Leonard Taylor,PF,0.69,0.0,0.0,0.69,1.2,0.1,1.1
Henry Turner,PF,0.59,0.2,0.45,0.59,1.15,0.4,3.3
Gary Voce,PF,0.0,0.0,0.33,0.0,2.0,0.0,2.0
Alexander Volkov,C,0.61,0.35,0.48,0.61,2.55,2.2,6.8
Doug West,SG,0.79,0.1,0.45,0.79,2.26,1.68,8.12
Randy White,PF,0.67,0.18,0.41,0.67,4.7,0.62,7.12
Mike Williams,PF-SF,0.33,0.0,0.27,0.33,0.9,0.07,0.53
Haywoode Workman,PG,0.67,0.25,0.46,0.67,1.75,3.05,4.37
Alaa Abdelnaby,PF,0.6,0.0,0.45,0.6,3.18,0.32,5.08
Mahmoud Abdul-Rauf,PG,0.89,0.32,0.46,0.89,1.76,3.43,13.81
Keith Askins,SF,0.7,0.31,0.44,0.7,2.72,0.69,3.46
Miloš Babić,PF,0.67,0.0,0.39,0.67,1.0,0.5,1.8
Cedric Ball,PF,1.0,0.0,0.38,1.0,1.6,0.0,1.1
Lance Blanks,SG,0.69,0.25,0.51,0.69,0.7,0.77,1.93
Anthony Bonner,PF,0.56,0.07,0.45,0.56,5.22,1.33,6.27
Dee Brown,PG,0.74,0.32,0.43,0.74,2.3,3.06,9.63
Jud Buechler,SF,0.49,0.27,0.43,0.49,1.71,0.76,3.02
Matt Bullard,PF,0.76,0.34,0.44,0.76,1.81,0.75,4.87
Willie Burton,SF,0.74,0.26,0.39,0.74,2.47,0.86,7.86
Rick Calloway,SG,0.7,0.0,0.4,0.7,1.2,1.0,3.2
Elden Campbell,PF,0.69,0.04,0.42,0.69,5.2,1.01,8.83
Duane Causwell,C,0.58,0.06,0.5,0.58,3.7,0.36,4.26
Cedric Ceballos,SF,0.77,0.25,0.51,0.77,5.14,1.17,12.76
Richard Coffey,SF,0.55,0.0,0.38,0.55,1.5,0.1,1.3
Derrick Coleman,PF,0.77,0.28,0.44,0.77,8.44,2.3,14.58
Bimbo Coles,PG,0.81,0.22,0.43,0.81,2.05,3.57,7.17
Anthony Cook,PF,0.38,0.0,0.42,0.38,2.13,0.18,2.23
Tony Dawson,SF,0.5,0.67,0.45,0.5,1.0,0.25,3.15
Mario Elie,SF-SG,0.82,0.37,0.5,0.82,2.67,2.25,8.02
A.J. English,SG,0.77,0.14,0.45,0.77,2.1,2.15,9.85
Danny Ferry,PF,0.84,0.38,0.46,0.84,2.71,1.26,6.78
Greg Foster,PF,0.74,0.16,0.45,0.74,2.45,0.52,3.68
Tate George,PG,0.86,0.04,0.44,0.86,0.8,1.35,3.3
Kendall Gill,SG,0.76,0.27,0.44,0.76,4.13,3.2,12.94
Gerald Glass,SF,0.66,0.15,0.43,0.66,1.59,1.07,4.85
Dan Godfread,C,0.38,0.0,0.23,0.38,0.1,0.0,0.65
Jim Grandholm,PF,0.48,0.53,0.51,0.48,1.9,0.3,3.0
Tony Harris,SG,0.77,0.11,0.33,0.77,0.73,0.53,5.07
Steve Henson,PG,0.78,0.44,0.36,0.78,0.53,1.63,2.41
Sean Higgins,SF,0.76,0.21,0.38,0.76,1.75,0.97,5.54
Tyrone Hill,PF,0.64,0.0,0.49,0.64,7.89,0.78,8.37
Dave Jamerson,SG,0.78,0.11,0.17,0.78,0.86,0.38,1.76
Henry James,PF,0.87,0.3,0.45,0.87,1.2,0.28,5.5
Les Jepsen,C,0.65,0.0,0.35,0.65,1.4,0.0,1.05
Alec Kessler,C,0.75,0.25,0.42,0.75,2.85,0.33,4.4
Bo Kimble,SG,0.6,0.28,0.43,0.6,1.33,0.77,4.63
Negele Knight,PG,0.66,0.17,0.42,0.66,1.12,2.49,5.33
Kurk Lee,PG,0.89,0.2,0.29,0.89,0.6,0.7,1.4
Marcus Liberty,SF,0.58,0.29,0.43,0.58,2.7,0.73,5.48
Ian Lockhart,SF,1.0,0.0,1.0,1.0,0.0,0.0,4.0
Tony Massenburg,PF,0.65,0.05,0.43,0.65,3.62,0.3,5.31
Travis Mays,PG,0.81,0.4,0.41,0.81,1.63,2.0,9.93
Terry Mills,PF,0.68,0.27,0.45,0.68,4.85,1.03,8.97
Chris Munk,PF,0.58,0.0,0.43,0.58,1.3,0.1,1.2
Jerrod Mustaf,PF,0.64,0.0,0.44,0.64,2.45,0.5,3.9
Dan O\'Sullivan,C,0.63,0.0,0.49,0.63,1.83,0.22,2.23
Alan Ogg,C,0.68,0.0,0.44,0.68,1.66,0.46,2.16
Brian Oliver,SG,0.6,0.07,0.39,0.6,1.12,0.72,2.88
Gerald Paddio,SF,0.52,0.08,0.4,0.52,0.98,0.7,3.63
Walter Palmer,C,0.67,0.0,0.41,0.67,1.5,0.25,2.2
Kevin Pritchard,PG,0.69,0.3,0.39,0.69,0.77,2.18,2.87
Larry Robinson,SG,0.49,0.18,0.31,0.49,1.58,0.79,3.57
Rumeal Robinson,PG,0.56,0.33,0.43,0.56,1.3,2.4,5.25
Steve Scheffler,C,0.73,0.02,0.65,0.73,1.04,0.1,1.96
Dwayne Schintzius,C,0.72,0.06,0.37,0.72,2.26,0.41,2.4
Dennis Scott,SG,0.75,0.38,0.42,0.75,2.63,1.79,11.58
Lionel Simmons,SF,0.77,0.27,0.42,0.77,5.74,3.04,11.67
Tony Smith,SG,0.65,0.2,0.45,0.65,1.46,1.97,4.92
Felton Spencer,C,0.58,0.0,0.51,0.58,4.81,0.34,4.61
Irving Thomas,PF,0.57,0.0,0.34,0.57,1.2,0.4,1.8
Andy Toolson,SF,0.75,0.31,0.46,0.75,0.95,0.4,2.3
Loy Vaught,PF,0.71,0.14,0.48,0.71,6.06,0.78,8.13
Stojko Vranković,C,0.48,0.0,0.43,0.48,2.66,0.26,2.24
Jayson Williams,PF,0.58,0.09,0.44,0.58,7.44,0.59,7.17
Kenny Williams,PF,0.67,0.0,0.52,0.67,2.73,0.65,4.88
Scott Williams,PF,0.66,0.14,0.43,0.66,3.87,0.48,4.36
Trevor Wilson,PF,0.61,0.0,0.45,0.61,3.45,1.13,5.92
Kennard Winchester,SF,0.63,0.32,0.42,0.63,0.82,0.32,2.38
Howard Wright,PF,0.66,0.0,0.65,0.66,2.06,0.12,2.86
A.J. Wynder,PG,0.75,0.0,0.27,0.75,0.5,1.3,2.0
Victor Alexander,C,0.6,0.17,0.5,0.6,4.44,0.86,8.0
Kenny Anderson,PG,0.74,0.31,0.43,0.74,2.74,5.4,10.85
Greg Anthony,PG,0.71,0.32,0.43,0.71,1.89,4.0,7.38
Stacey Augmon,SG,0.72,0.07,0.45,0.72,2.95,1.4,7.04
Isaac Austin,C,0.69,0.07,0.44,0.69,4.81,1.35,7.75
Steve Bardo,SG,0.46,0.06,0.26,0.46,1.67,1.0,1.53
David Benoit,SF,0.8,0.31,0.45,0.8,3.64,0.49,6.56
Terrell Brandon,PG,0.86,0.29,0.46,0.86,3.16,6.72,13.88
Kevin Brooks,SF,0.86,0.2,0.44,0.86,1.07,0.33,3.13
Myron Brown,PG,0.0,0.33,1.0,0.0,0.8,1.5,2.3
Randy Brown,PG,0.62,0.12,0.39,0.62,1.63,2.17,4.36
Demetrius Calip,PG,0.67,0.2,0.23,0.67,0.7,1.7,1.6
Pete Chilcutt,PF,0.71,0.29,0.42,0.71,3.2,0.78,3.82
Marty Conlon,C,0.71,0.06,0.49,0.71,3.09,0.8,5.47
Tom Copa,C,0.31,0.0,0.55,0.31,1.1,0.1,1.5
Chris Corchiani,PG,0.62,0.11,0.65,0.62,0.78,1.58,3.68
Corey Crowder,SF,0.58,0.22,0.35,0.58,0.6,0.2,1.55
Dale Davis,PF,0.58,0.0,0.51,0.58,7.4,0.83,7.22
Bison Dele,PF,0.7,0.06,0.52,0.7,5.56,1.01,9.89
Patrick Eddie,C,0.0,0.0,0.22,0.0,0.3,0.0,1.0
LeRon Ellis,C,0.55,0.0,0.35,0.55,1.77,0.27,2.33
Rick Fox,SF,0.77,0.33,0.49,0.77,3.65,2.81,9.4
Chris Gatling,PF,0.65,0.11,0.51,0.65,5.55,0.69,11.0
Paul Graham,SG,0.75,0.31,0.46,0.75,2.0,1.63,7.0
Sean Green,SG,0.55,0.2,0.34,0.55,0.76,0.4,3.44
Carl Herrera,PF,0.5,0.03,0.44,0.5,3.07,0.5,4.25
Donald Hodge,PF,0.42,0.04,0.36,0.42,2.43,0.53,3.23
Brian Howard,SF,0.74,0.32,0.48,0.74,2.5,0.75,5.7
Cedric Hunter,PG,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Iuzzolino,PG,0.8,0.4,0.48,0.8,1.95,4.2,9.0
Larry Johnson,PF,0.77,0.3,0.5,0.77,7.36,3.18,15.79
Rich King,C,0.56,0.0,0.31,0.56,0.9,0.22,1.43
Doug Lee,SG,0.46,0.33,0.35,0.46,0.47,0.57,1.87
Luc Longley,C,0.75,0.0,0.46,0.75,4.94,1.44,7.03
Kevin Lynch,SG,0.72,0.19,0.47,0.72,1.2,1.05,3.15
Mark Macon,SG,0.64,0.22,0.37,0.64,1.39,1.39,5.03
Tharon Mayes,SG,0.67,0.41,0.28,0.67,0.57,1.33,3.8
Rodney Monroe,SG,0.83,0.22,0.4,0.83,0.9,0.7,3.4
Tracy Moore,SF,0.87,0.28,0.48,0.87,1.48,0.76,6.56
Eric Murdock,PG,0.78,0.33,0.45,0.78,2.19,4.3,8.65
Jimmy Oliver,SG,0.51,0.44,0.35,0.51,1.06,0.56,3.56
Billy Owens,PF,0.63,0.25,0.46,0.63,6.26,2.69,10.7
Keith Owens,SF,0.8,0.0,0.28,0.8,0.8,0.2,1.3
Robert Pack,PG,0.79,0.22,0.42,0.79,2.13,4.95,9.31
Elliot Perry,PG,0.65,0.28,0.45,0.65,1.19,2.44,4.44
Bobby Phills,SG,0.71,0.31,0.46,0.71,2.74,2.37,10.1
Mark Randall,PF,0.53,0.1,0.41,0.53,1.11,0.42,2.11
Stanley Roberts,C,0.46,0.0,0.45,0.46,4.61,0.57,7.01
Doug Smith,PF,0.74,0.06,0.42,0.74,3.7,1.16,7.0
LaBradford Smith,SG,0.78,0.23,0.44,0.78,1.38,1.8,5.78
Steve Smith,SG,0.83,0.34,0.46,0.83,3.0,2.95,13.51
Larry Stewart,PF,0.72,0.05,0.48,0.72,3.4,1.06,6.28
Derek Strong,PF,0.78,0.14,0.39,0.78,4.59,0.61,5.93
Lamont Strothers,SG,0.65,0.08,0.39,0.65,0.95,0.85,4.05
Greg Sutton,PG,0.75,0.36,0.41,0.75,0.96,1.9,4.74
Carl Thomas,SG,0.66,0.27,0.51,0.66,0.68,0.55,4.62
Charles Thomas,SG,0.67,0.12,0.47,0.67,0.6,0.6,1.3
Stephen Thompson,SG,0.25,0.0,0.37,0.25,1.0,0.6,1.73
John Turner,SF,0.53,0.0,0.44,0.53,1.9,0.3,2.8
João Vianna,SF,0.0,0.0,0.5,0.0,0.0,2.0,2.0
Eric Anderson,PF,0.6,0.5,0.31,0.6,1.2,0.2,1.6
Anthony Avent,PF,0.67,0.0,0.37,0.67,4.12,0.72,4.86
Jon Barry,SG,0.84,0.38,0.47,0.84,1.79,2.08,5.55
Tony Bennett,PG,0.49,0.3,0.63,0.49,0.9,1.77,3.93
Alex Blackwell,SF,0.75,0.0,0.36,0.75,0.9,0.3,1.3
Ricky Blanton,SF,0.0,0.0,0.43,0.0,1.5,0.5,3.0
Walter Bond,SG,0.74,0.3,0.46,0.74,1.52,1.1,4.64
Dexter Cambridge,SF,0.69,0.0,0.49,0.69,3.2,1.1,7.0
Doug Christie,SG,0.8,0.3,0.43,0.8,3.38,3.03,8.79
Duane Cooper,PG,0.72,0.19,0.46,0.72,0.6,1.75,2.25
Joe Courtney,PF,0.6,0.13,0.41,0.6,1.54,0.21,2.79
John Crotty,PG,0.84,0.42,0.44,0.84,1.02,2.09,4.14
Radisav Ćurčić,C,0.72,0.0,0.39,0.72,2.5,0.6,2.9
Lloyd Daniels,SG,0.73,0.27,0.39,0.73,1.83,1.16,5.61
Hubert Davis,SG,0.8,0.34,0.39,0.8,1.34,1.49,6.54
Todd Day,SG,0.75,0.31,0.42,0.75,2.92,1.32,10.69
Richard Dumas,SF,0.64,0.19,0.51,0.64,3.0,0.97,9.17
Pat Durham,SF,0.7,0.1,0.39,0.7,2.2,0.85,4.65
LaPhonso Ellis,PF,0.74,0.23,0.46,0.74,5.96,1.41,10.99
Jo Jo English,SG,0.42,0.24,0.43,0.42,0.9,0.73,3.33
Matt Geiger,C,0.7,0.16,0.47,0.7,5.14,0.62,8.15
Litterial Green,PG,0.55,0.07,0.33,0.55,0.38,0.84,2.04
Tom Gugliotta,PF,0.75,0.24,0.44,0.75,6.41,2.47,10.72
Jay Guidinger,C,0.62,0.0,0.42,0.62,1.5,0.3,1.55
Robert Horry,SF,0.71,0.33,0.46,0.71,4.65,2.08,6.94
Byron Houston,PF,0.71,0.26,0.48,0.71,2.88,0.47,3.73
Stephen Howard,SF,0.65,0.0,0.51,0.65,1.45,0.17,3.05
Jim Jackson,SF,0.79,0.35,0.42,0.79,4.37,3.15,12.94
Keith Jennings,PG,0.83,0.43,0.52,0.83,1.5,3.5,7.23
Dave Johnson,SG,0.65,0.11,0.36,0.65,1.0,0.25,3.25
Thomas Jordan,PF,0.47,0.0,0.44,0.47,4.8,0.8,11.0
Adam Keefe,PF,0.71,0.04,0.49,0.71,3.99,0.66,4.82
Christian Laettner,PF,0.82,0.24,0.49,0.82,6.28,2.39,12.25
Sam Mack,SF,0.84,0.34,0.43,0.84,2.03,1.21,7.97
Don MacLean,PF,0.65,0.4,0.39,0.65,3.11,0.94,8.4
Marlon Maxey,PF,0.68,0.0,0.55,0.68,3.7,0.25,4.95
Lee Mayberry,PG,0.68,0.35,0.46,0.68,1.16,3.44,4.76
Oliver Miller,C,0.58,0.04,0.53,0.58,5.18,1.77,6.26
Harold Miner,SG,0.83,0.37,0.47,0.83,1.92,1.1,7.83
Isaiah Morris,SF,0.75,0.0,0.46,0.75,0.5,0.2,2.2
Tracy Murray,SF,0.75,0.37,0.41,0.75,1.93,0.61,6.72
Melvin Newbern,SG,0.57,0.12,0.39,0.57,1.1,1.7,3.6
Matt Othick,PG,0.0,0.5,1.0,0.0,0.5,1.8,2.0
Doug Overton,PG,0.71,0.2,0.45,0.71,1.16,1.83,4.14
Anthony Peeler,SG,0.79,0.37,0.45,0.79,2.67,2.57,10.03
Brent Price,PG,0.82,0.33,0.44,0.82,1.38,2.42,5.02
Anthony Pullard,PF,0.33,0.0,0.44,0.33,1.0,0.3,2.1
Sean Rooks,C,0.73,0.05,0.45,0.73,3.47,0.76,5.61
Malik Sealy,SF,0.8,0.26,0.44,0.8,3.15,1.57,9.67
Chris Smith,SG,0.71,0.28,0.45,0.71,1.27,2.8,5.07
Reggie Smith,C,0.34,0.0,0.39,0.34,1.6,0.05,1.4
Andre Spencer,SF,0.62,0.0,0.38,0.62,2.8,0.8,6.05
Elmore Spencer,C,0.43,0.0,0.33,0.43,1.8,0.39,2.9
Latrell Sprewell,SG,0.8,0.32,0.45,0.8,4.06,4.0,18.43
Barry Stevens,SF,0.0,0.0,0.5,0.0,1.0,0.0,1.0
Bryant Stith,SG,0.84,0.27,0.44,0.84,3.15,1.89,9.52
Gundars Vētra,SF,0.67,1.0,0.43,0.67,0.6,0.5,3.5
Clarence Weatherspoon,SF,0.76,0.05,0.47,0.76,6.81,1.28,9.92
Marcus Webb,PF,0.62,0.0,0.54,0.62,1.1,0.2,4.3
Robert Werdann,C,0.7,0.0,0.41,0.7,1.57,0.17,2.13
Corey Williams,PG,0.91,0.17,0.39,0.91,1.2,1.1,2.55
Lorenzo Williams,PF-C,0.22,0.0,0.42,0.22,3.95,0.45,1.82
Walt Williams,SF,0.75,0.38,0.44,0.75,3.88,2.33,11.71
Randy Woods,PG,0.76,0.27,0.53,0.76,0.62,1.62,2.42
Gary Alexander,PF,0.25,0.0,0.55,0.25,1.3,0.2,1.53
Vin Baker,C,0.66,0.14,0.43,0.66,5.7,1.44,11.11
Corie Blount,PF,0.58,0.05,0.46,0.58,4.35,0.67,3.51
Shawn Bradley,C,0.73,0.07,0.46,0.73,6.8,0.73,9.07
P.J. Brown,C,0.79,0.04,0.45,0.79,7.48,1.47,8.76
Evers Burns,PF,0.52,0.0,0.4,0.52,1.3,0.4,2.4
Scott Burrell,SF,0.69,0.36,0.44,0.69,3.2,1.35,6.72
Mitchell Butler,SG,0.63,0.26,0.45,0.63,1.72,0.86,4.39
Sam Cassell,PG,0.87,0.31,0.47,0.87,2.92,5.31,15.04
Calbert Cheaney,SG,0.66,0.16,0.46,0.66,3.0,1.58,8.56
Michael Curry,SG,0.8,0.23,0.45,0.8,1.48,0.98,3.91
Antonio Davis,PF,0.7,0.03,0.45,0.7,7.2,1.09,9.11
Brian Davis,SF,0.73,0.33,0.32,0.73,0.8,0.3,1.9
Terry Dehere,PG,0.67,0.36,0.41,0.67,1.23,1.94,6.22
Dell Demps,PG,0.61,0.17,0.3,0.61,0.2,0.33,2.1
Acie Earl,C,0.64,0.0,0.39,0.64,2.22,0.33,4.4
Bill Edwards,PF,0.4,0.0,0.15,0.4,4.7,1.3,2.0
Doug Edwards,PF,0.68,0.0,0.4,0.68,1.73,0.7,2.5
Harold Ellis,SF,0.65,0.03,0.55,0.65,2.1,0.63,6.17
Alphonso Ford,PG,0.5,0.5,0.4,0.5,2.0,1.0,3.25
Chad Gallagher,C,0.0,0.0,1.0,0.0,0.0,0.0,3.0
Andrew Gaze,SG,0.5,0.41,0.39,0.5,0.65,0.5,2.1
Ricky Grace,PG,0.0,0.0,0.67,0.0,0.3,0.3,1.3
Greg Graham,SG,0.8,0.26,0.49,0.8,1.0,0.99,4.49
Josh Grant,PF,0.76,0.28,0.49,0.76,1.7,0.5,3.0
Andrés Guibert,C,0.59,0.0,0.34,0.59,2.9,0.5,2.8
Geert Hammink,C,0.55,0.0,0.43,0.55,1.0,0.4,1.98
Anfernee Hardaway,PG,0.79,0.31,0.45,0.79,4.11,4.12,12.61
Lucious Harris,SG,0.78,0.33,0.45,0.78,2.23,1.37,7.01
Antonio Harvey,PF,0.51,0.1,0.42,0.51,2.35,0.34,2.77
Scott Haskin,C,0.68,0.0,0.47,0.68,2.0,0.2,2.0
Skeeter Henry,SG,0.5,0.0,0.33,0.5,0.5,1.0,1.0
Allan Houston,SG,0.86,0.4,0.46,0.86,2.78,2.35,16.99
Lindsey Hunter,PG,0.73,0.32,0.39,0.73,1.92,2.49,7.29
Bobby Hurley,PG,0.77,0.23,0.39,0.77,1.13,3.47,4.24
Stanley Jackson,SG,1.0,0.2,0.57,1.0,1.6,0.9,2.2
Chris Jent,SF,0.25,0.52,0.3,0.25,2.65,1.3,6.15
Ervin Johnson,C,0.6,0.1,0.49,0.6,5.49,0.42,3.73
Popeye Jones,PF,0.66,0.22,0.39,0.66,5.91,1.04,5.64
Adonis Jordan,PG,0.25,0.15,0.62,0.25,0.5,2.0,2.0
Reggie Jordan,SG,0.55,0.06,0.49,0.55,1.81,0.94,2.65
Warren Kidd,PF,0.55,0.0,0.59,0.55,3.4,0.3,3.6
Chris King,SF,0.41,0.23,0.38,0.41,2.0,0.7,4.03
George Lynch,SF,0.65,0.27,0.45,0.65,5.06,1.49,6.53
Malcolm Mackey,C,0.5,0.0,0.4,0.5,1.1,0.0,1.5
Gerald Madkins,SG,0.75,0.41,0.33,0.75,0.43,1.13,1.53
Bob Martin,C,0.3,0.0,0.33,0.3,2.1,0.65,2.05
Jamal Mashburn,SF,0.76,0.34,0.43,0.76,5.31,3.58,18.0
Darnell Mee,SG,0.22,0.27,0.18,0.22,0.7,0.7,1.7
Chris Mills,SF,0.82,0.32,0.44,0.82,4.92,1.8,11.05
Darren Morningstar,C,0.4,0.0,0.65,0.4,2.7,0.47,3.5
Gheorghe Mureșan,C,0.54,0.0,0.46,0.54,4.8,0.37,7.37
Bo Outlaw,SF,0.49,0.1,0.57,0.49,4.24,1.29,4.79
Mike Peplowski,C,0.34,0.0,0.55,0.34,1.0,0.18,1.48
Richard Petruška,C,0.75,0.47,0.42,0.75,1.4,0.0,2.4
Isaiah Rider,SG,0.81,0.36,0.47,0.81,3.8,2.58,15.83
Eric Riley,C,0.7,0.0,0.47,0.7,2.66,0.34,3.16
James Robinson,PG,0.59,0.33,0.41,0.59,1.76,1.63,6.47
Rodney Rogers,SF,0.71,0.34,0.48,0.71,4.41,1.84,10.41
Bryon Russell,SF,0.69,0.31,0.42,0.69,3.25,1.24,7.17
Kevin Thompson,C,0.5,0.0,0.46,0.5,0.9,0.2,0.9
Keith Tower,C,0.33,0.0,0.32,0.33,1.2,0.1,1.2
Nick Van Exel,PG,0.79,0.35,0.43,0.79,2.93,6.4,14.63
Rex Walters,SG,0.85,0.33,0.5,0.85,1.06,1.61,3.7
Matt Wenstrom,C,0.6,0.0,0.6,0.6,1.1,0.0,1.6
David Wesley,PG,0.79,0.35,0.43,0.79,2.5,4.16,11.94
Chris Whitney,PG,0.89,0.34,0.42,0.89,1.29,2.46,5.86
Aaron Williams,PF,0.68,0.02,0.49,0.68,3.19,0.45,4.42
Luther Wright,C,0.75,0.0,0.36,0.75,0.7,0.0,1.3
Derrick Alston,C,0.33,0.11,0.33,0.33,3.17,0.43,3.63
Darrell Armstrong,PG,0.87,0.33,0.45,0.87,2.34,3.55,7.92
Sergei Bazarevich,PG,0.78,0.17,0.62,0.78,0.7,1.4,3.0
Elmer Bennett,PG,0.71,0.2,0.36,0.71,0.44,1.08,2.5
James Blackwell,PG,0.44,0.0,0.63,0.44,0.83,0.93,1.33
Tim Breaux,SF,0.59,0.3,0.39,0.59,0.73,0.37,2.57
Chris Childs,PG,0.8,0.32,0.43,0.8,2.27,4.48,5.97
Bill Curley,PF,0.59,0.19,0.46,0.59,1.81,0.31,2.69
Yinka Dare,C,0.41,0.0,0.25,0.41,1.95,0.05,1.35
Tony Dumas,SG,0.51,0.28,0.43,0.51,0.88,0.98,4.68
Howard Eisley,PG,0.73,0.31,0.39,0.73,1.49,3.09,5.35
Matt Fish,C,0.25,0.0,0.42,0.25,1.26,0.29,2.4
Brian Grant,PF,0.77,0.08,0.48,0.77,7.09,1.16,9.93
Darrin Hancock,SF,0.57,0.11,0.48,0.57,0.85,0.63,2.7
Jerome Harmon,SG,0.5,1.0,0.39,0.5,2.3,1.2,4.6
Tom Hovasse,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juwan Howard,PF,0.74,0.03,0.47,0.74,5.53,1.96,11.98
Askia Jones,SG,0.81,0.17,0.41,0.81,1.0,1.5,4.1
Eddie Jones,SG,0.79,0.36,0.48,0.79,3.88,2.87,13.87
Antonio Lang,SF,0.76,0.0,0.48,0.76,0.9,0.23,1.46
Ryan Lorthridge,SG,0.65,0.21,0.49,0.65,1.9,2.7,7.4
Donyell Marshall,SF,0.73,0.34,0.45,0.73,6.1,1.26,10.28
Darrick Martin,PG,0.8,0.29,0.36,0.8,0.99,2.51,5.43
Jim McIlvaine,C,0.59,0.02,0.44,0.59,2.86,0.23,2.46
Aaron McKie,SG,0.71,0.28,0.45,0.71,2.98,2.34,6.18
Anthony Miller,PF,0.26,0.04,0.38,0.26,2.01,0.2,1.55
Greg Minor,SG,0.78,0.21,0.49,0.78,2.78,1.36,7.02
Eric Mobley,C,0.48,0.4,0.48,0.48,3.04,0.44,3.58
Eric Montross,C,0.37,0.0,0.44,0.37,4.47,0.44,3.6
Dwayne Morton,PG,0.68,0.36,0.39,0.68,1.4,0.4,4.1
Lamond Murray,SF,0.74,0.36,0.44,0.74,3.96,1.26,10.75
Ivano Newbill,SF,0.44,0.33,0.38,0.44,2.57,0.37,1.57
Julius Nwosu,C,0.77,0.0,0.32,0.77,1.0,0.1,1.3
Wesley Person,SG,0.78,0.41,0.46,0.78,2.8,1.43,9.07
Derrick Phelps,PG,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Eric Piatkowski,SG,0.83,0.39,0.43,0.83,1.96,0.9,6.64
Eldridge Recasner,SG,0.73,0.22,0.38,0.73,1.06,1.18,3.41
Khalid Reeves,PG,0.75,0.3,0.44,0.75,1.79,3.11,6.56
Glenn Robinson,SF,0.83,0.34,0.48,0.83,5.74,2.51,19.64
Carlos Rogers,C,0.47,0.09,0.62,0.47,3.26,0.62,5.68
Jalen Rose,SF,0.8,0.35,0.46,0.8,3.46,3.68,14.41
Clifford Rozier,C,0.32,0.05,0.42,0.32,3.77,0.43,3.33
Trevor Ruffin,PG,0.76,0.38,0.45,0.76,1.35,2.7,8.8
Dickey Simpkins,PF,0.52,0.14,0.42,0.52,2.79,0.88,3.57
Reggie Slater,PF,0.57,0.0,0.53,0.57,1.99,0.32,3.96
Michael Smith,PF,0.57,0.11,0.52,0.57,6.88,1.53,5.44
Mark Strickland,PF,0.58,0.17,0.44,0.58,2.59,0.32,3.84
Aaron Swinson,SF,0.8,0.0,0.56,0.8,0.9,0.3,2.7
Žan Tabak,C,0.52,0.0,0.48,0.52,3.32,0.66,4.66
Brooks Thompson,PG,0.51,0.3,0.43,0.51,0.71,1.31,3.32
Anthony Tucker,SF,0.61,0.0,0.46,0.61,2.7,1.1,3.9
B.J. Tyler,PG,0.7,0.31,0.41,0.7,1.1,3.2,3.5
